,text,target,title,date
3026,"************************************************************
*     For Sale - Jazz Compact Discs                        *
************************************************************

I have the following CDs for sale, they are all in mint condition
and are fairly hard to find.  They are all on the savoy label and
put out by Dennon (Dennon bought the rights to Savoy and released
these disks)

I would like to sell them all in one package deal but I will consider
individual orders.

These are the titles and artists:

Telefunken Blues		Milt Jackson, Kenny Clarke, Percy Heath
				Frank Morgan, Frank Wess, Walter Benton

Jazz Concert West Coast		The Bopland Boys

Opus De Jazz VOl-2		John Rae, Steve Kuhn, Bobby Jaspar, 
				Jake Hannah, John Neves

Patterns of Jazz		Cecil Payne, Kenny Dorham, Duke Jordan, 
				Tommy Potter, Art Taylor

Penthouse Serenade		Erroll Garner

Footloose			Paul Bley

The Imortal Lester Young 	Lester Young, Count Basie

Great Britain's			Marian McPartland, George Shearing

Howard McGhee and Milt Jackson  Self Titled

I Just Love Jazz Piano		Hampton Hawes, John Mehegan, Herbie Nichols, 
				Paul Smith

Art Pepper & Sonny Reid		Self Titled

Opus De Blues			Frank Wess, Thad Jones, Curtis Fuller
				Charlie Fowlkes, Hank Jones,
				Eddie Jones, Gus Johnson

Jazz is Busting out All Over	Too many names to list 

Opus in Swing			Frank Wess, Kenny Burrell
				Freddie Green, Eddie Jones, Kenny Clarke

Jackson's Ville			Milt Jackson, Lucky Thompson, Hank Jones
				Wendell Marshall, Kenny Clarke


I will take any reasonable offer on the package of the 15 discs
as well as offers on individual discs.

Please E-mail me with a response or call (807) 344-0010

Thanx

Derek

",6,misc.forsale,2022-08-02 13:48:37.251043
3037,"1. Large padded Cordura bag (maker unknown) nge exterior, black
	 straps and interior.  Five outside pocket plus lid compartment.
	 Lid overlaps.  Internal dividers can be repositioned.  Held
	 my whole 2-1/4 Bronica system, Metz flash, etc. $50.

    2. Small ""Nikon"" shoulder bag. SORRY.  SOLD & SHIPPE.

    3. Small ""Nikon"" belt pouch.  Khaki like #2.  Similar in design
	 Army ammo pouch - belt clips, etc.  Holds flash or small
	 zoom, lens cleaner, etc.  $5.

    4. Domke belt pouch, black.  Also has metal loops of you want to
	 attach strap.  Velcro closure.  Similar to #3 in concept, but
	 bigger.  Holds 35-135 zoom or flash, small accessories, etc.
	 Hardly used; cost me $20 originally - will sell for $15.

    5. Coast camera bag - tan with brown strap.  Main and front pocket.
	 Can hold AF slr with small zoom plus flash, film, etc.  Matl
	 looks like Gore-Tex but I don't think it really is. $15.



TERMS:  Payment in advance by money order/bank check, or cash.  Buyer
pays shipping.  #1 must go UPS.  For the others, send me an adequate
self addressed mailing envelope (padded recommended) with enough postage.
   /|/| /||)|/  /~ /\| |\|)[~|)/~   |   Everyone's entitled to MY opinion.
  / | |/ ||\|\  \_|\/|_|/|)[_|\\_|  |      goldberg@oasys.dt.navy.mil
========Imagination is more important than knowledge. - Albert Einstein=======




",6,misc.forsale,2022-08-02 13:48:37.251043
3053,"Hi, everyone;


I need an advice on what is the best way to get a scumster.

Several weeks ago I posted an article on behalf of a friend who wanted
an external HD for mac. The scumster - R.E.P. - called my friend and
they agreed on a price. My friend (unexperienced and not too fluent in
English) paid by check, requesting R.E.P. to call him back when the check
arrives and the HD is send. Well, the check was cashed 3/24 and that is
that. Phone # that R.E.P. gave is on the answering machine all the time
and there is no reaction when the message is left; e-mail address does not
bounce but again there is no answer. I know, that R.E.P. is a student at
University of Delaware; I have his e-mail address, his US postal address
and his (?) phone#. The question is: WHAT IS THE BEST WAY TO PROCEED?

Thanks in advance for any advice.

Sincerely,
Victor Levenson (VVL2H@virginia.edu)

P.S. The reason I did not put R.E.P.'s full name is that I still hope...


P.P.S. If I get enough responses I will post a summary, maybe even on a
regular basis.

VL
--
====================================",6,misc.forsale,2022-08-02 13:48:37.251043
3072,"FOR SALE: ****************************************************************

386-40 with VGA Color Monitor, dual floppy, VGA card with 1MB on board, joystick,
mouse, 2 MB RAM, no hard drive.


FOR ONLY $500!  Respond quickly!



",6,misc.forsale,2022-08-02 13:48:37.251043
3086,"Summer Housing needed-at University of Washington, Seattle.
----------------------------------------------------------
Hi

         I am looking for a place to stay for the summer 
at the University of Washington, Seattle, where I would be 
doing an  internship. If any of you from UofW Seattle, has 
got some kind of space for summer sublet, please send an 
email/call to me.

        I expect to start my internship in the first week 
of June.


                                            -Koshy George
                                       george@cs.umass.edu

Koshy George,
54, Puffton Village,
Amherst, MA, 01002.
413-549-7373 H
413-545-2014 O",6,misc.forsale,2022-08-02 13:48:37.251043
3098,"

This is true, but long-standing tradition has been to keep commercial
advertising in the biz.* hierarchy.",6,misc.forsale,2022-08-02 13:48:37.251043
3122,"I am looking for a working docking deck (deck that goes on back of
camera) for an old JVC GX-S700 Tube video camera.  Any format is
acceptable.  Please send me a message if you even know anything about decks
for the GX-S700.  Also interested in any video equipment for sale,
professional or consumer.  Thank you. 

----
bbates@pro-freedom.van.wa.us   -==-   Pro-Freedom BBS - (206) 694-3276",6,misc.forsale,2022-08-02 13:48:37.251043
3127,"SWELL ITEMS FOR SALE - HARDLY ANY COMPUTER STUFF

o LOTUS 1-2-3 Student Edition for DOS ...................... $10.00
     This does just about everything that standard 1-2-3
     Release 2.01 could do, but not as much of it.  Worksheet 
     size is limited to 64 columns by 256 rows, there is no
     translation facility (for importing data from other
     packages), and the Student Edition does not write files 
     that can be accessed by Release 2.01.  Includes manual,
     original distribution diskettes (5 1/4"" - 360K), and key
     board templates.


o Subaru Service Manuals ................................... $10.00
     This is not a complete set, but includes sections 4, 5 
     & 6 which cover MECHANICAL COMPONENTS (suspension, wheels 
     & axles, steering, brakes, pedals & control cables, heater 
     & ventilator, air conditioning), BODY (body & exterior, 
     doors & windows, seats, seat belts, interior, instrument 
     panel), and ELECTRICAL (engine electrical system, body 
     electrical system, wiring diagram, and trouble-shooting). 
     These are the genuine Subaru issue manuals.  They are for 
     model year 1986, but have plenty of good information that 
     applies to other years as well.


o Miscellaneous Darkroom Equipment ........................ $75.00
     Solar enlarger (several objective lenses) with easel and 
     timer, negative carriers for 35mm and 2 1/4 x 3 1/4, misc.
     printing masks.  Developing tanks, thermometer, trays, 
     constant-temperature bath, ground glass, mirrors, darkroom
     lamps, glassware, el-cheap-o tripods..... and (as they say)
                             MUCH   MORE!


o Beautiful Antique Buffet ............................... $1500.00
     Solid cherry (no veneer).  Handmade, with very interesting
     dovetail corners in the drawers.  Built (we think) around 
     1880.  Not gaudy or covered with gew-gaws; a simple, elegant 
     piece of furniture, but too big (60"" long, 37"" tall, 24"" 
     deep) for our little Cape Cod house.


Will deliver pricier items (ie, over $10) anywhere in the Rochester 
area.  (And will consider delivering the others.)  Will deliver any 
of it on (or near) UofR Campus between now and graduation.",6,misc.forsale,2022-08-02 13:48:37.251043
3163,"Hi netters,

I have the following  vacation  packages  for  sale:

1>  Bahamas  Vacation.
     2  round  trip  tickets to freeport,  Grand Bahamas.
     Double  occupancy, hotel accomodation.
     at  $ 27  per person  per  night.

2>  Orlando Florida  + 
    Las  Vegas  +
    Reno/ Lake Tahoe  Vacation

    One round trip airline ticket.
    (from  major  US  airports to the 3 of the above mentioned
     destinations)
    Hotel  Accomodation  for 1 or 2 people.
    (for 3 days/ 2 Nights).",6,misc.forsale,2022-08-02 13:48:37.251043
3169,"I want to get rid of alot of comics that I have. I am selling for 30% off
the Overstreet Price Guide. 

COMIC                                           CONDITION
-----                                           ---------",6,misc.forsale,2022-08-02 13:48:37.251043
3178,"I also have a pair of size 11-11.5 Raichle Flexon Comps.
These boots are black and yellow.  they are in good condition.
I would like around $100 for them also but feel
free to make an offer.

Please reply to:  crane@coral.bucknell.edu

Thanks,",6,misc.forsale,2022-08-02 13:48:37.251043
3179,"Hi,
I am one those uncles that try to please my nephews whenever possible,
so.. they have asked me to find them some Nitendo games, no, it is
not for the super nitendo.. it is for whatever model came prior to
that.

Since they are overseas, I will first ask them if they already have the
games you would have to offer me. Please send me a list, or whatever and
the price you are asking so I can send to my nephews and find out what
they have and what they want.. so bare with me, I will respond, but it
will take me a while. 

Thanks,
Walter
walter@psg.com


Please respond directly.
",6,misc.forsale,2022-08-02 13:48:37.251043
3186,"My little Nash has sat for about a year (had been running), but now I must move
a long distance and there are too many things to carry with me.  Here are the
details of the car:

1958 Hardtop--Exterior condition:
     Rocker panels rusted out at weld points, no rust at typical spots like
     door hinge mounting points, back battery box, etc.  Missing front bumper,
     front pan dented up, one weld popped in front.  This is for the most part
     a solid, restorable automobile.

     Interior Condition:
     Missing original steering wheel, has one of the smaller aftermarket
     wheels, seats need reupholstered, general fair condition.

     Mechanical Condition:
     Had been running, but now does not want to start...needs new rings (which
     I have) also have extra parts such as complete long block, extra steering
     shaft, etc.

For a car that has not been touched since 1958, it is in solid shape.  It will
obviously need some work, but will make a good project.

PRICE:  Well, this is a tough one, I would like to get around 800.00, but will
consider any serious offers by individuals willing to come and get it. If you 
have things to trade such as tools, toys, cameras, comics, cards, etc., 
anything easily movable to Florida, I may consider that as well.

Hit <r>, or my e-mail address is Ellis.15@osu.edu

(614) 777-0791 home (leave message)
Thanks",6,misc.forsale,2022-08-02 13:48:37.251043
3194,,6,misc.forsale,2022-08-02 13:48:37.251043
3197,"***********************************************
    PANASONIC PHONE WITH ANSWERING MACHINE

      - LOOKS LIKE A BRAND NEW 
      - ALL BASIC ANSWERING MACHINE FUNCTION
      - 8 PHONE NUMBER MEMORY + RECALL FUNCTION
      - 1 YEAR OLD
 
    ASKING FOR $45.00


   Interest? Please call me at 206-720-1089",6,misc.forsale,2022-08-02 13:48:37.251043
3241,"I am interested in both the battletech games for the ibm pc.

I will be grateful to anymore with information. Please email me if you",6,misc.forsale,2022-08-02 13:48:37.251043
3277,"Looking for people to buy brand new software packages including Microsoft
Windows, Harvard Graphics, Pagemaker, Paradox, Lotus, etc. at 20-25% off
list price.",6,misc.forsale,2022-08-02 13:48:37.251043
3300,"I have used JVC's top of the line portable cd player for three months now.
I have mostly used it in my car on long trips, so it has less than 20 hours of use on it.  The unit is one of the best that I have seen and listened to, but
I am going to part with it to install a disc changer in my car.

Features include:
	17 Hz - 20,000 Hz
	rechargeable nicad batteries
	wireless remote control
	AC adaptor
	headphones
	carrying belt and case
	digital 6 band graphic eq with spectrum analyzer
		25 presets, 5 user programmable
	RCA connections and cord
	JVC compulink capability (cord included)
	programmable from remote
	intro, random, repeat playback

I will include a Discwasher (tm) power converter to convert an automobile's
12v DC to the 5.5V DC that the unit requires.  I had to buy this one because
it was the only one that fits, (JVC makes a unique connection that cannot be
found at Radio Shack etc).

I paid $235 for the disc player and another $30 for the power converter.
I will sell the disc player alone for $180, or both items for $190.

Send replies to harrij@rpi.edu or (518)271-7942",6,misc.forsale,2022-08-02 13:48:37.251043
3302,"Mediterranean Investment property for Sale
------------------------------------------
Javea, Alicante Spain (Costa Blanca)

Villa on a large lot in the wooded (pine) hills ""above the noise"".
2 bedrooms, living-dining room + glassed-in sun-porch; kitchen &
bathroom. Large lot surrounded by traditional white wall with
wrought iron gates: room for an in-ground pool. 2 minutes from the
sea and supermarket; 10 minutes from town and full amenities. Area
has specially favourable microclimate, mentioned in a WHO climate
report.

Seat (Fiat) runabout Car, 3 years old may be included, in the deal.

Ideal for retirement or as a family holiday resort.

Must sell for family reasons.

Asking $150,000.

Reply by EMAIL or call Canada (613)591-0507

---------------------------------------------------------------------
Simon Curry, Executive Director                   Tele: (613)991-9001
The Royal Society of Canada                       Fax:  (613)991-6996
PO Box 9734, Ottawa K1G 5J4              Email: curry@doe.carleton.ca

--",6,misc.forsale,2022-08-02 13:48:37.251043
3309,"I have a Onkyo integrated amplifier that I am looking to get rid of.
	60w/ch
	works great
	Integra series
	not a problem

	Asking $100 OBO

	If your interested call me at 317-743-2656  or email this address.
	MAKE ME AN OFFER!!!

Todd
",6,misc.forsale,2022-08-02 13:48:37.251043
3312,"FOR SALE

1990 Mitsubishi Eclipse GSX

* All Wheel Drive
* 195 HP, 16 Valve, Turbo
* 5 Speed Transmission
* Limited Slip Differential
* AM/FM Stereo w/CD Player, Cassette, 6 Speakers
* Fog Lights
* Air Conditioning
* Cruise Control
* Electric Windows
* Front & Rear Intermittent Wipers & Washers
* Alloy Wheels
* Undercoated & Rustproofed
* 22,000 Miles
* Maui Blue
* Excellent Condition
* Asking $ 11,899 (negotiable)
",6,misc.forsale,2022-08-02 13:48:37.251043
3324,"Hello Everyone,

    I have a Casio TV-470 LCD Color Television for sale.  It
is in mint condition.  Retail is $199 but I'm looking to
get about 1/2 of that for it, tops.  Highest bidder in 
a week gets it, assuming the highest bidder is at least $60.

TV comes with black case and uses 4 AA batteries.  They also
sell AC adaptor.  It has external jack for phones and external
antenna, etc.  The picture is very good and it has electronic
tuning so you don't have to screw with tuning a picture in, etc.
I have the box and all documentation.  This has seen less than
3 hours use as I have all but sworn off TV.",6,misc.forsale,2022-08-02 13:48:37.251043
3362,"Nikkor AF 70-210 f/4-5.6 zoom lens. Excellent condition. I'm looking to get the
2.8 version so I'm selling this.",6,misc.forsale,2022-08-02 13:48:37.251043
3414,"
He is probably referring to the DOS version.. the dos versions is up
to like version 6 i think.  The window version just came out recently
so it is only up to like version 2 or something.
",6,misc.forsale,2022-08-02 13:48:37.251043
3447,"Wanted:  Amiga 1000 Memory Expander
 	   Any Size (at least 1 meg), populated or not
           
	 eg. AX2000, Insider, etc.

Needed Desperately!
 
Cash deal or trade for:
 
2400 mnp4 Everex Evercom 24e External Modem
2400 pc internal modem
PP 2400SA V42.bis external modem
Apple II+ parts
Lots of PC cards
Panasonic Video CCD Video Camera (BL204) w/ lenses
(Great for Digi-View etc...CCD...no lens...no burn-in!)
 
Send Email ASAP!  
-- 
  --------------------------------------------------------------------------
               The HeartBeat of America...Yesterdays Camaro Z28 
                             tfoley@camaro.uucp   
     Call the Camaro Linux Pub-access site: 1-416-238-6550 USRobotics HST
    Note: Please, no ftpmail or mailing lists or the host gets annoyed :)",6,misc.forsale,2022-08-02 13:48:37.251043
3466,"I  am  cleaning  out  the coffers.  I have a virtually 
          MINT collection of HEAVY METAL magazine.  This is  NOT 
          a  music  mag  but the really neato mag with Giger and 
          Moebius  artwork,  et  al.  Jam  packed  with  amazing 
          sci-fi  and  fantasy artwork by many masters.  All are 
          mint with the exception of the 3 that have split  seam 
          on  the  cover  only but are otherwise perfect, no cut 
          outs or missing pages.  I have Sep, Nov and Dec issues 
          for 1978, ALL issues for 1979, 1980, 1981, 1982,  1983 
          and  Jan  thru  Sep  for  1984  (72  issues  in  all i 
          believe).  I will not break  them  up.  They  will  be 
          sold  as  a  single  lot.  Send  your  offers  to  me. 
          Shipping not included,  these  are  pretty  heavy.  Of 
          course  if  you are local (Mass, USA) you can come get 
          'em in person. ",6,misc.forsale,2022-08-02 13:48:37.251043
3494,"Well, I have it forsale again (the last deal didn't work out) and I lowered
the price again! 

Cobra 146 GTL Single side band w/mike  --> $75 or best offer!


dave


--------------------------------------------------------------------------------Cal Poly,  		Life, Liberty, and the
SLO, CA 93401		Pursuit of Land Speed Records.
				-Autobahn Commuters",6,misc.forsale,2022-08-02 13:48:37.251043
3512,"There are many people want to buy my Kodak autofocus carousel projectors
but I don't have lenses or remote to sell.  They prefer to buy a projector
with all accessaries.  So I have to post another news asking for lenses
to fit those Kodak slide projectors:

I am willing to give away Singer Caramate II or Singer Caramete SP (
w/ built-in unremovable lens, built-in casette player, speaker, new 500 HR
bulb) try to trade for Kodak projector lenses.

Each projector (viewer) will equal trade for 1 or 2 Kodak projector lenses
depend on the focal length.  I will pay for the shipping for Singer 
projector (viewer).

Since I don't need those Singer projectors, if you have some 35mm SLR system
you don't need, I am willing to do the trade as well.",6,misc.forsale,2022-08-02 13:48:37.251043
3521,"HP 48SX calculator with 128K card.  Have manuals, boxes, pc cable, etc.  Only
5 months old, hardly used.

Make an offer.

Mike

-- 

",6,misc.forsale,2022-08-02 13:48:37.251043
3531,"I'll be spending this summer in Washington, DC working in Bowie, MD.
Does anyone have a summer sublease that they'd like to unload?  I'll be
in the area from about May 7 - August 20.

    Please mail me any pertinent info at (kimgh@mentor.cc.purdue.edu).",6,misc.forsale,2022-08-02 13:48:37.251043
3549,"For Sale ...:
 
        Hewlett Packard DeskJet 500 inkjet printer.
 
        o Perfect condition both internally and externally
        o Comes with two FULL ink cartridges
        o Less than six months old
        o Comes with all original packaging, manuals, cables
          and software
 
        This is truly an excellent printer and is the low-cost
        alternative to a laser printer.  It prints with the
        quality of a laser printer, but for a fraction of both
        the inital cost and he long term cost (that is,
        replacement of ink cartridges as opposed to replacement
        of toner).  The printer prints at a maximum of 300*300
        (D)ots (P)er (I)nch (D.P.I.) on many different types
        and sizes of paper, including envelopes and
        transperencies.  Printer prints in both landscape and
        portrait modes.  Printer can accept up to two
        cartridges giving it things like more memory or
        additional fonts.  Printer works excellently with
        Windows and DOS and brings TrueType to its full
        potential.
 
        I originally purchased the printer for $375.00.  Make me
        an offer, but I would prefer to stay in the $300.00
        range.  I will pay the shipping to anywhere in the 
        continental U.S.A.
 
        If you are interested, please either leave me email or
        call Kirk Peterson at (303) 494-7951 anytime.
 
        Thanks!
 
",6,misc.forsale,2022-08-02 13:48:37.251043
3562,Reply to haljordan@delphi.com or call 708 674-2603:,6,misc.forsale,2022-08-02 13:48:37.251043
3582,"Kirsch Pull down Window Shades

	- White, Light Filtering
	- 73.25"" Wide, 72"" High, can be cut to width
	- Brand new, unopened
	- ""Best Quality"", Vinyl Coated Cotton
	- Mounting Brackets included
	- $35	(Bought at $60 at J.C.Penney)",6,misc.forsale,2022-08-02 13:48:37.251043
3604,"Hi,

I have the following software forsale:

Microsoft           MS-DOS  5.0         3.5""DD    $15
-- This is a good buy for those who don't need all the utils in DOS 6.0

Accolade            Hardball II         5.25""DD   $10
--  Good arcade baseball game, graphics/sound are pretty good, has the
    ability to make schedules and edit player stats

Accolade           The Third Courier       5.25""HD     $5
--  Adventure/Spy type game

EGA                Earl Weaver 2           3.5""DD      $15
--  Good arcade/strategy type baseball game, you have ability to play
    for league play,  i have MLB stats for 1990 and 1991

EGA                Stormovik SU25: Soviet Attack Fighter  3.5""DD $10
--  Good fighter simulation, various missions and levels of play

 Sierra                 Thexder FireHawk            3.5"" & 5.25""  $5
--  Arcade shoot 'em up type game, nice music and sound effects

Virgen                  Scrabble                    3.5""          $5
--  computer version of the popular board game

I'm willing to negotiate on the prices, prices do not include shipping.
Shipping costs will be split 50/50.  Drop me a line! :)
",6,misc.forsale,2022-08-02 13:48:37.251043
3635,"
Forgot to mention that the above mentioned Quantum is a SCSI
drive.",6,misc.forsale,2022-08-02 13:48:37.251043
3679,"Hello.

I have these items for sale.

Terms are UPS COD or prepayment by money order.

2 101 keyboards for IBM compatibles

1 Mitsumi 1.2 MB 5 1/4 floppy disk drive

1 Sony SRF-M30 digital AM/FM Stereo Walkman

The drive cost me $65, the keyboards were $40 each, and the Sony 
radio cost $45.

I will sell for the best offers.

Thank You.",6,misc.forsale,2022-08-02 13:48:37.251043
3690,"Car Audio Products for Sale...

Kicker (Stillwater Designs) - SS10x2: 2 10"" Kickers in a sealed box. The box
       is manufactured direct from Kicker. (Instructions).
*******Asking $175 + Shipping


Kicker (Stillwater Designs) - 2 Kicker 12"" Subwoofers. (Instructions).
*******Asking $175 + Shipping (Sold as a pair only!)


Kenwood KAC923 Amp - 220 Watts X 2. 2 ohm stable (Box & Instruction Included).
*******Asking $375 + Shipping 

Im selling the above item for a friend without Internet access... You can
either E-Mail me or call him (Mike Metalios) at (410)665-5773.",6,misc.forsale,2022-08-02 13:48:37.251043
3723,Minolta FD 50 mm lens for sale. Good condition. Asking $30.,6,misc.forsale,2022-08-02 13:48:37.251043
3750,"WANTED:
 
Cannon's Xapshot digital camera.  I'd be interested in any other
makes, but the Xapshot is the only one I'm familiar with.
I need one with a composite output and approx. 50 pictures per
disk capability.
 
If you have one for sale, or if you know of a cheap place to order one,
please leave me Email at lgibb@nyx.cs.du.edu",6,misc.forsale,2022-08-02 13:48:37.251043
3777,"88 toyota Camry - Top Of The Line Vehicle
blue book $10,500
asking 9,900.

73 k miles
auto transmission
 
Has Everything!

owned by a meticulous automoble mechanic

call (408) 425-8203 ask for Bob.",6,misc.forsale,2022-08-02 13:48:37.251043
3780,"Northwest Air tix - SAVE $30 ANY FLIGHT

I have a $400 credit with Northwest Airlines which must be used
by Nov 27, 1993. 

There is a $50 charge to change the ticket, so I will sell it for
$320.  It can be used for any Northwest flight, but I don't think
they will refund cash.

Please contact me at tallen@corp.hp.com  or (415)857-5878.",6,misc.forsale,2022-08-02 13:48:37.251043
3794,"Curtis Mathes VHS VCR Remote included and it works with universal remotes.
 2 heads, Works great but I replaced it with a Stereo VCR.
 paid $300 years ago, will sell for $125 delivered OBO.
 
Radio Shack stereo amp.  2 inputs, tone, and left and right volume.  Speakers
 not included.  Compact 12W unit for $20 plus shipping.  Great for Amiga
 Stereo output or Soundblaster output.
 
If you are interested in either of the above mail me, Keith, at
radley@gibbs.oit.unc.edu or call me at 919-968-7779.",6,misc.forsale,2022-08-02 13:48:37.251043
3841,"PLEASE DO NOT RESPOND DIRECTLY TO THIS ACCOUNT

FOR SALE:

Blue 1984 Toyota pickup truck with white blazer topper, AM/FM/Casette,
A/C, cruise control.  Great for camping trips.

New: brakes, master brake cylinder, Michelin tires, shocks,
maintenance free battery, clutch, windshield wipers.

Well maintained with all Toyota parts (all repairs done at the
dealers.)  Very little rust, body in good shape.  

126K miles

Asking $2800.  If interested, please contact:

   Ursula Fritsch
   umf@gene.com
   (415)-347-6813

	    PLEASE DO NOT RESPOND DIRECTLY TO THIS ACCOUNT
",6,misc.forsale,2022-08-02 13:48:37.251043
3857,"I am looking for a person who made an offer of $50 for five
of my VHS movies. I was not able to save the e-mail address
of this person. It has been a week since we made the deal,
please reply.

The five movies are
Basic Instinct
Born on the Forth of July
Backdraft
The Prince of Tides
Presumed Innocent",6,misc.forsale,2022-08-02 13:48:37.251043
3867,"Here's the updated list of the stuff I still have for sale. Also, feel free to
make an offer.  I'm asking $15 per board.

Currently known Electronic mother boards from old arcade games:
 
Game Name         Condition     	      Manufacturer
------------------------------------------------------------
-1-
TenYard Fight		?			Iren
TenYard Fight	   Bad(internal short)          Iren
Kangaroo		?       		Sun Electronics?
-2-
Mr.Do                  Okay,but has interference      ?
Guardian
Tip Top			?			Sega
Bank Panic		?			Sega
Sanritsu		?			Sega
*Radar Scope		Okay			Nintendo?
-3-
Poseidon                 ?                      Taito
Ninjakun         Bad(needs capacitor&crystal)    ?
Jass Rack                ?                      Jamma
Double Dribble           ?
-6-
Zoar			Okay			?
Super Trivia		Bad (got fried)	 	Greyhound Electronics
-9-
Slither             Has error message           Century II Corp.
-10-
Music Trivia		?			JALECO
Samurai           Fore Groud char. disapear     Taito
Poseidon                Okay                    Taito
-11-
Ant Eater		?			Tago Electronics
Up n Down	    buzzing sound		?
Tutankham		Bad			Konami
 
Pro Wrestling		Okay
Video Trivia		?			GrayHound
Asteron Belt		?			Sega
 
Unknown boards
Sega (1)
Konami (1)
Pacific Novelty Manufacturing Inc (9)
  (if anyone has the rom numbers for these boards, please tell me)
1 absolutely unknown board
 
--Misc Stuff--
Somekind of powersupply(similar to atary audio reg.)  ?
Ram Card		?			Midway
Midway Patter Board
Z-80 Sync Buss Controller-285 (2)
Pacman Filters (16)	?			Midway
50pin scsi cable(2)
  (both ends are female)
 
-----------------------------------------------------------------------------",6,misc.forsale,2022-08-02 13:48:37.251043
3883,"FOR SALE:

  486 DX/33 Motherboard for sale.  Excellent condition...less than

  one year old.  64K cache, expandable to 256K.  RAM expandable to 32MB.

  AMI BIOS.  Need to sell...upgrading.  

  Asking:  $600.00 (neg.)

  CONTACT:  Jared Martin at 49-54566 or ",6,misc.forsale,2022-08-02 13:48:37.251043
3913,"

Oh no!  Someone is provided useful information AND mentioned that they
made money in the field.  Don't they know that usenet is reserved for
uninformed speculation by people trying to sell their personal stuff
(from houses to dead pcs) at a huge markup/trying to unload stuff they
bought from their company at just under retail, and other
""non-commercial"" activities.


The net is not ""supposed"" to be a dumping ground for free ads, but
reserving it for tripe doesn't seem to be a significant improvement.


So?  Either they target it well enough to pay for it, in other words,
they manage to send it to people who want the stuff (in which case it
is junk only for the ""rest"" and the transaction costs are borne
appropriately in this case) or they go bankrupt.  Seems fair to me.


You could hold your breath.  You could kill offending messages as
they come onto your machine and refuse to send them any further,
but not until you turn blue.

-andy",6,misc.forsale,2022-08-02 13:48:37.251043
3925,"Complete Communicator, latest vers.
New in box
Works in DOS or Windows
One card you get fax, voicemail and modem.  Auto switch, one line handles
all fax, voicemail and modem communications
$500 new",6,misc.forsale,2022-08-02 13:48:37.251043
3943,"I have the following Amiga software for sale:

ProVideo GOLD                   $50

AmigaVision                     $25

B.E.S.T. Plan It!               $10
spreadsheet
(still in shrinkwrap)

SuperBack                       $10
(hard drive backup)

Certificate Maker               $10


Add s&h to the above and its yours...email me at the address listed below:
",6,misc.forsale,2022-08-02 13:48:37.251043
3949,"

Not true.  Dial 811 and listen to the recording.  If you get it, then your 
phone was recognized by the network.  You wouldn't be able to dial a real 
number yet (of course!)

=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=
Mark Bramwell, VE3PZR                Located in sunny London, Ontario",6,misc.forsale,2022-08-02 13:48:37.251043
3954,"UPDATED  LIST
Hi everybody
  I have the following books for sale. Some of these books are brand new.
If you find any book you like and need more information about it, please
feel free to send me an E-Mail. The buyers pays the shipping fees.
 Thanks.
abou@sun.soe.clarkson.edu",6,misc.forsale,2022-08-02 13:48:37.251043
4108,"I need some used scanners.  I'm limiting my selection to HP models
with document feeders.  I think this means the ScanJet Plus and the
ScanJet IIc.

so...if you have one of these and want to sell it, please tell me.

--kyler",6,misc.forsale,2022-08-02 13:48:37.251043
4136,"Gotta pay my WELL bill - eating is of mere passing interest in
comparison.

KAWAI K-4 Synthesizer for $400 IF YOU ACT NOW - cash only pleeze,
take delivery in Berkeley. CALL (510) 287-5737 and leave name
and number for me to call back and arrange this MARVELOUS FEAST.
OFFER EXPIRES SOON (how soon? Soon - believe it.)
ACT NOW.",6,misc.forsale,2022-08-02 13:48:37.251043
4151,"The following is no longer for sale, it has been sold.


 -Textronics Type 611 Storage Display (screen dim. 6.5""x8.5)

 -Textronics TM503 base with three PG502 250MHz pulse generators. 

 -Textronics 6289A Adj. DC power supply 0-40volts 0-1.5 amps

 -Keithley Instruments Picoammeter  
 
 -(3) Analogic 3 1/2 Digit panal mount voltmeters
 **************************************************************
Still for sale, 

-Hewlett Packard 180A Oscilloscope with 180AA four channel 50 MHz vertical
Amplifier and 1822A time base and delay generator.  Best offer over $300

 -(1) Analogic 4 1/2 Digit panal mount voltmeter, powered by 5 VDC, 
 Model AN2574 1X3P, Same Dimensions as above, ----$55 +shipping----",6,misc.forsale,2022-08-02 13:48:37.251043
4153,"The title says it all...If you have some cheap used 
GAMEBOY or TG-16 (2 Player or more) Games, Please
email me all offers...",6,misc.forsale,2022-08-02 13:48:37.251043
4168,"VHS movie for sale.

Dance with Wovies	($12.00)

The tape is new and just open, buyer pay shipping cost.
If you are interested, please send your offer to
koutd@hirama.hiram.edu

thanks,",6,misc.forsale,2022-08-02 13:48:37.251043
4169,"I have the following 45 rpm singles for sale. Most are collectable 7-inch 
records with picture sleeves. Price does not include postage which is $1.21 
for the first record, $1.69 for two, etc.


Pink Floyd|Learning to Fly (Columbia Promo/Picture Sleeve)|$5
Waters, Roger|Sunset Strip (Columbia Promo/Picture Sleeve)|$10
Waters, Roger|Sunset Strip (Columiba Promo)|$5
Waters, Roger|Who Needs Information (Columiba Promo)|$10


If you are interested, please contact:",6,misc.forsale,2022-08-02 13:48:37.251043
